nom_fichier,themes
CRSANR5L17S2025O1N061.xml,"['Questions au gouvernement', 'Fermeture de sites ArcelorMittal', 'Motions de censure', 'AME', 'Motions de censure', 'Éducation à la vie sexuelle', 'Grève des taxis', 'Budget de la sécurité sociale', 'Situation de la filière automobile', 'Motions de censure', 'Mouvements sociaux', 'Crise agricole', 'Situation politique', 'Plateforme des achats de l’État', 'Conflit au Moyen-Orient', 'Situation politique', 'Jeu vidéo Fursan al-Aqsa', 'Quotas de pêche européens', '', 'Création d’un centre hospitalier universitaire en Corse', 'Présentation', 'Explications de vote', 'Vote sur l’ensemble', 'Réduire et encadrer les frais bancaires sur succession', 'Présentation', 'Discussion générale', 'Discussion des articles', 'Article\xa01', 'Article\xa02', 'Vote sur l’ensemble', '', 'Protection et accompagnement des parents d’enfants atteints de cancers, de maladies graves et de handicaps', 'Présentation', 'Discussion générale', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N062.xml,"['Protection et accompagnement des parents d’enfants atteints de cancers, de maladies graves et de handicaps', 'Discussion générale', 'Discussion des articles', 'Article\xa01', 'Article\xa01', 'Article\xa02', 'Après l’article\xa02', 'Article\xa03', 'Après l’article\xa03', 'Article\xa04', 'Après l’article\xa04', 'Article\xa05', 'Après l’article\xa05', 'Article\xa06', 'Article\xa07', 'Article\xa08', 'Article\xa09', 'Article\xa09', 'Après l’article\xa09', 'Article\xa010', 'Explications de vote', 'Vote sur l’ensemble', 'Remboursement intégral des fauteuils roulants par l’assurance maladie', 'Présentation', 'Discussion générale', 'Discussion des articles', 'Article\xa01', 'Après l’article\xa01', 'Article\xa01', 'Article\xa02', 'Après l’article\xa02', 'Article\xa03', 'Vote sur l’ensemble', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N063.xml,"['Questions au gouvernement', 'Violence dans les établissements scolaires', 'Situation du Coq sportif', 'Conséquences de la censure sur le budget de la défense', 'Massacre des tirailleurs sénégalais en 1944', 'Climat social et fonction publique', 'Motion de censure', 'Motion de censure', 'Conséquences du rejet du PLFSS', 'Situation financière des collectivités locales', 'Conséquences de la censure sur le bâtiment et le logement', 'Situation en Guyane', '', 'Projet de loi de finances de fin de gestion pour 2024', 'Présentation', 'Motion de rejet préalable', 'Explications de vote', 'Discussion générale', 'Texte de la commission mixte paritaire', 'Vote sur l’ensemble', '', 'Motions de censure', '', 'Ajournement des travaux']"
CRSANR5L17S2025O1N064.xml,"['Hommage aux victimes du cyclone Chido', 'Élection d’un député', 'Projet de loi spéciale prévue par l’article\xa045 de la loi organique du 1', 'Présentation', 'Discussion générale', 'Discussion des articles', 'Article\xa01', 'Après l’article\xa01', 'Article\xa02', 'Article\xa03', 'Explications de vote', 'Vote sur l’ensemble', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N065.xml,"['Questions au premier ministre', 'Politique du prochain gouvernement', 'Situation à Mayotte', 'Situation à Mayotte', 'Politique du prochain gouvernement', 'Finances publiques', 'Situation à Mayotte', 'Reconstruction de Mayotte', 'Situation à Mayotte', 'Finances publiques', 'Situation à Mayotte', 'Politique du prochain gouvernement', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N066.xml,"['Cessation de mandat d’un député et reprise de mandat d’une députée', 'Déclaration du gouvernement et débat', '', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N067.xml,"['Dépôt d’une motion de censure', 'Palestine/Liban\xa0: le rôle de la France dans l’effondrement du droit international', '', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N068.xml,"['Questions au gouvernement', 'Relations entre la France et l’Algérie', 'Réforme des retraites', 'Rémunération du travail', 'Réchauffement climatique', 'Stratégie pluriannuelle de santé', 'Usine de canne à sucre de Marie-Galante', 'Situation des urgences', 'Éducation nationale', 'Relations entre l’Algérie et la France', 'Situation sécuritaire à Mayotte', 'Crédits des ministères régaliens', 'Un an après la crise agricole, quel bilan pour nos agriculteurs\xa0?', '', 'Après l’élection de Donald Trump, concrétiser la souveraineté européenne', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N069.xml,"['La santé mentale des jeunes', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N070.xml,"['Évaluation de la loi confortant le respect des principes de la République', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N071.xml,"['Motion de censure', '', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N072.xml,"['Élection d’une députée', 'Urgence pour Mayotte', 'Présentation', 'Discussion générale', 'Discussion des articles', 'Article\xa01', 'Article\xa01', 'Article\xa02', 'Article\xa03', '', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N073.xml,"['Urgence pour Mayotte', 'Discussion des articles', 'Après l’article\xa03', 'Article\xa04', 'Après l’article\xa04', 'Article\xa04', 'Article\xa05', 'Article\xa06', 'Après l’article\xa06', 'Article\xa06', 'Après l’article\xa06', 'Article\xa07', 'Article\xa08', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N074.xml,"['Questions orales sans débat', 'Filière de la noisette', 'Économie circulaire', 'Assistants familiaux', 'Maisons de santé pluridisciplinaires', 'Profession de psychomotricien', 'Hôpital du Sud Aveyron', 'Centres de santé à Paris', 'Centre hospitalier intercommunal Robert-Ballanger', 'Aide médicale de l’État', 'Vaccination contre le covid-19', 'Liberté de prescription du médecin', 'Maison de santé pluridisciplinaire de Romenay', 'Réglementation applicable aux collectivités territoriales', 'Chômage frontalier', 'Vagues de licenciements', 'Convention franco-suisse sur la double imposition des successions', 'Site Valeo de Saint-Quentin-Fallavier', 'Site Stellantis de Belchamp', 'Usine Vencorex du Pont-de-Claix', 'Tunnel du col de Tende', 'Ligne TER Lyon-Paray-le-Monial', 'Accessibilité des gares SNCF dans l’Aisne', 'Ligne ferroviaire Aix-en-Provence-Rognac', 'Ligne TGV Dijon-Lille', 'Nuisances aériennes', 'Contrat «\xa0ville hôte\xa0» des JOP 2030', 'Conservatoire de La\xa0Courneuve-Aubervilliers', 'Maison d’arrêt de La\xa0Talaudière', 'Carte de l’éducation prioritaire', 'Nantes université', 'Accueil des gens du voyage', 'Effectifs de police à La Garenne-Colombes, Bois-Colombes et Courbevoie', 'Phare de Cordouan', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N075.xml,"['Questions au gouvernement', 'Cessez-le-feu à Gaza', 'Attitude de l’Union européenne face à Donald Trump', 'Pouvoir d’achat', 'Réseau social X', 'Vie démocratique', 'Application HelloQuitteX', 'Protection de l’enfance', 'Difficultés du secteur agroécologique', 'Conséquences en Europe et en France de l’élection de Donald Trump', 'Retrait militaire de la France au Tchad', 'Budget des collectivités territoriales', 'Méthode de gouvernement', 'Accès au logement', 'Attitude de l’Union européenne face à Donald Trump', 'Réforme des retraites', 'Sécheresse à La\xa0Réunion', 'Désindustrialisation de la France', '', 'Urgence pour Mayotte', 'Discussion des articles', 'Article\xa09', 'Article\xa010', 'Après l’article\xa010', 'Article\xa011', 'Article\xa012', 'Article\xa013', 'Après l’article\xa013', 'Article\xa013', '', 'Article\xa013', 'Article\xa014', 'Article\xa014', 'Article\xa015', 'Article\xa016', 'Après l’article\xa016', 'Article\xa017', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N076.xml,"['Modification de l’ordre du jour', 'Urgence pour Mayotte', 'Discussion des articles', 'Article\xa017', 'Après l’article\xa017', 'Article\xa017', 'Article\xa018', 'Après l’article\xa018', 'Article\xa019', 'Article\xa020', 'Article\xa021', 'Après l’article\xa021', '', 'Après l’article\xa021', 'Article\xa022', 'Article\xa023', 'Article\xa024', 'Article\xa025', 'Article\xa026', 'Article\xa027', 'Après l’article\xa027', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N077.xml,"['Questions au gouvernement', 'Aide publique au développement', 'Office français de la biodiversité', 'Produits sucrés', 'Budget de l’Institut polaire français', 'Budget du sport', 'Diagnostic de performance énergétique', 'Marges sur les prix en outre-mer', 'Stade de France', 'Hôpitaux de proximité', 'Filière de la pêche', 'Attitude de la France après l’élection de Donald Trump', '', 'Urgence pour Mayotte', 'Explications de vote', 'Vote sur l’ensemble', '', 'Gouvernance des chambres d’agriculture et de la Mutualité sociale agricole', 'Présentation', 'Discussion générale', 'Discussion des articles', 'Article\xa01', 'Après l’article\xa01', 'Article\xa01', 'Article\xa01', '', 'Article\xa02', 'Article\xa03', 'Article\xa04', 'Après l’article\xa04', 'Explications de vote', 'Vote sur l’ensemble', 'Adaptation au droit de l’Union européenne en matière économique, financière, environnementale, énergétique, de transport, de santé et de circulation des personnes', 'Présentation', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N078.xml,"['Adaptation au droit de l’Union européenne en matière économique, financière, environnementale, énergétique, de transport, de santé et de circulation des personnes', 'Présentation', 'Discussion générale', 'Discussion des articles', 'Article\xa01', 'Article\xa02', 'Article\xa03', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N079.xml,"['Mesures d’urgence contre la vie chère dans les territoires d’outre-mer', 'Présentation', 'Discussion générale', 'Discussion des articles', 'Article\xa01', 'Après l’article\xa01', 'Article\xa02', 'Article\xa03', 'Après l’article\xa03', 'Article\xa04', 'Après l’article\xa04', 'Titre', 'Explication de vote', 'Vote sur l’ensemble', 'Instauration d’un nombre minimum de soignants par patient hospitalisé', 'Présentation', 'Discussion générale', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N080.xml,"['Instauration d’un nombre minimum de soignants par patient hospitalisé', 'Discussion générale', 'Discussion des articles', 'Article unique', 'Après l’article unique', 'Explications de vote', 'Vote sur l’ensemble', 'Repas à 1\xa0euro pour tous les étudiants', 'Présentation', 'Discussion générale', 'Discussion des articles', 'Article\xa01', 'Après l’article\xa01', 'Article\xa01', 'Après l’article\xa01', 'Article\xa01', 'Articles\xa01', 'Titre', 'Explications de vote', 'Vote sur l’ensemble', '', 'Lutte contre les pannes d’ascenseurs non prises en charge', 'Présentation', 'Discussion générale', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N081.xml,"['Lutte contre les pannes d’ascenseurs non prises en charge', 'Discussion générale', 'Discussion des articles', 'Article\xa01', 'Après l’article\xa01', 'Article\xa01', 'Article\xa01', 'Article\xa01', 'Article\xa02', 'Après l’article\xa02', 'Article\xa03', 'Vote sur l’ensemble', 'Mesures d’urgence pour protéger nos enfants accueillis en crèches privées à but lucratif', 'Présentation', 'Discussion générale', 'Discussion des articles', 'Article\xa01', 'Après l’article\xa01', 'Article\xa02', 'Après l’article\xa02', 'Article\xa03', 'Après l’article\xa03', 'Article\xa04', 'Après l’article\xa04', 'Vote sur l’ensemble', 'Accélération de la rénovation énergétique des logements', 'Présentation', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N082.xml,"['Cessation de mandat de plusieurs députés et reprise de mandat de plusieurs autres', 'Modification de l’ordre du jour', 'Améliorer le traitement des maladies affectant les cultures végétales à l’aide d’aéronefs télépilotés', 'Discussion des articles', 'Article\xa01', 'Après l’article 1', 'Article\xa02', 'Explications de vote']"
